987,562,0
1007,562,15
1027,562,75
1047,562,169
1067,562,281
1087,562,401
1107,562,526
1127,562,638
1147,562,702
1167,562,721
1187,562,699
1207,562,632
1227,562,535
1247,562,471
1267,562,456
1287,562,485
1307,562,559
1327,562,630
1347,562,654
1367,562,629
1387,562,557
1407,562,498
1427,562,487
1447,562,522
1467,562,592
1487,562,629
1507,562,619
1527,562,567
1547,562,517
1567,562,515
1587,562,561
1607,562,606
1627,562,606
1647,562,559
1667,562,522
1687,562,531
1707,562,582
1727,562,603
1747,562,577
1767,562,530
1787,562,530
1807,562,574
1827,562,602
1847,562,586
1867,562,539
1887,562,535
1907,562,578
1927,562,603
1947,562,583
1967,562,537
1987,562,529
2007,562,566
2027,562,598
2047,562,583
2067,562,535
2087,562,528
2107,562,570
2127,562,600
2147,562,583
2167,562,543
2187,562,546
2207,562,583
2227,562,584
2247,562,548
2267,562,543
2287,562,576
2307,562,584
2327,562,554
2347,562,543
2367,562,569
2387,562,583
2407,562,556
2427,562,548
2447,562,574
2467,562,574
2487,562,550
2507,562,559
2527,562,574
2547,562,554
2567,562,554
2587,562,573
2607,562,558
2627,562,552
2647,562,570
2667,562,563
2687,562,551
2707,562,567
2727,562,568
2747,562,550
2767,562,563
2787,562,569
2807,562,554
2827,562,564
2847,562,568
2867,562,555
2887,562,564
2907,562,568
2927,562,556
2947,562,562
4946,-1687,560
4966,-1687,539
4986,-1687,471
5006,-1687,372
5026,-1687,257
5046,-1687,135
5066,-1687,8
5086,-1687,-120
5106,-1687,-251
5126,-1687,-382
5146,-1687,-514
5166,-1687,-646
5186,-1687,-779
5206,-1687,-912
5226,-1687,-1045
5246,-1687,-1179
5266,-1687,-1312
5286,-1687,-1446
5306,-1687,-1579
5326,-1687,-1711
5346,-1687,-1803
5366,-1687,-1845
5386,-1687,-1842
5406,-1687,-1793
5426,-1687,-1704
5446,-1687,-1616
5466,-1687,-1575
5486,-1687,-1580
5506,-1687,-1635
5526,-1687,-1720
5546,-1687,-1767
5566,-1687,-1765
5586,-1687,-1712
5606,-1687,-1636
5626,-1687,-1602
5646,-1687,-1615
5666,-1687,-1677
5686,-1687,-1740
5706,-1687,-1754
5726,-1687,-1720
5746,-1687,-1653
5766,-1687,-1624
5786,-1687,-1637
5806,-1687,-1696
5826,-1687,-1743
5846,-1687,-1740
5866,-1687,-1689
5886,-1687,-1639
5906,-1687,-1638
5926,-1687,-1685
5946,-1687,-1729
5966,-1687,-1723
5986,-1687,-1669
6006,-1687,-1639
6026,-1687,-1653
6046,-1687,-1707
6066,-1687,-1727
6086,-1687,-1695
6106,-1687,-1649
6126,-1687,-1649
6146,-1687,-1692
6166,-1687,-1718
6186,-1687,-1692
6206,-1687,-1657
6226,-1687,-1665
6246,-1687,-1704
6266,-1687,-1706
6286,-1687,-1670
6306,-1687,-1664
6326,-1687,-1696
6346,-1687,-1709
6366,-1687,-1677
6386,-1687,-1659
6406,-1687,-1686
6426,-1687,-1710
6446,-1687,-1687
6466,-1687,-1664
6486,-1687,-1681
6506,-1687,-1708
6526,-1687,-1691
6546,-1687,-1669
6566,-1687,-1685
6586,-1687,-1702
6606,-1687,-1676
6626,-1687,-1671
6646,-1687,-1696
6666,-1687,-1694
6686,-1687,-1672
6706,-1687,-1679
6726,-1687,-1701
6746,-1687,-1683
6766,-1687,-1676
6786,-1687,-1698
6806,-1687,-1689
6826,-1687,-1674
6846,-1687,-1695
6866,-1687,-1693
6886,-1687,-1675
6906,-1687,-1693
6926,-1687,-1695
6946,-1687,-1677
6966,-1687,-1690
6986,-1687,-1696
7006,-1687,-1678
7026,-1687,-1686
7046,-1687,-1687
9028,-1656,-1685
9048,-1656,-1670
9068,-1656,-1632
9088,-1656,-1634
9108,-1656,-1671
9128,-1656,-1679
9148,-1656,-1647
9168,-1656,-1628
9188,-1656,-1654
9208,-1656,-1685
9228,-1656,-1666
9248,-1656,-1631
9268,-1656,-1635
9288,-1656,-1673
9308,-1656,-1680
9328,-1656,-1645
9348,-1656,-1628
9368,-1656,-1655
9388,-1656,-1676
9408,-1656,-1653
9428,-1656,-1639
9448,-1656,-1658
9468,-1656,-1672
9488,-1656,-1655
9508,-1656,-1638
9528,-1656,-1656
9548,-1656,-1672
9568,-1656,-1651
9588,-1656,-1639
9608,-1656,-1661
9628,-1656,-1672
9648,-1656,-1650
9668,-1656,-1645
9688,-1656,-1666
9708,-1656,-1655
9728,-1656,-1646
9748,-1656,-1663
9768,-1656,-1660
9788,-1656,-1647
9808,-1656,-1659
9828,-1656,-1663
9848,-1656,-1649
9868,-1656,-1651
9888,-1656,-1663
9898,-1656,-1656
